gloss,count,files_names
ALL TOGETHER,25,ALL TOGETHER 10.npy;ALL TOGETHER 11.npy;ALL TOGETHER 12.npy;ALL TOGETHER 13.npy;ALL TOGETHER 14.npy;ALL TOGETHER 15.npy;ALL TOGETHER 16.npy;ALL TOGETHER 18.npy;ALL TOGETHER 19.npy;ALL TOGETHER 2.npy;ALL TOGETHER 20.npy;ALL TOGETHER 22.npy;ALL TOGETHER 23.npy;ALL TOGETHER 24.npy;ALL TOGETHER 25.npy;ALL TOGETHER 26.npy;ALL TOGETHER 29.npy;ALL TOGETHER 3.npy;ALL TOGETHER 30.npy;ALL TOGETHER 4.npy;ALL TOGETHER 5.npy;ALL TOGETHER 6.npy;ALL TOGETHER 7.npy;ALL TOGETHER 8.npy;ALL TOGETHER 9.npy
ALL WAY,25,ALL WAY 10.npy;ALL WAY 11.npy;ALL WAY 12.npy;ALL WAY 14.npy;ALL WAY 15.npy;ALL WAY 17.npy;ALL WAY 18.npy;ALL WAY 2.npy;ALL WAY 20.npy;ALL WAY 21.npy;ALL WAY 22.npy;ALL WAY 23.npy;ALL WAY 24.npy;ALL WAY 26.npy;ALL WAY 27.npy;ALL WAY 29.npy;ALL WAY 3.npy;ALL WAY 30.npy;ALL WAY 32.npy;ALL WAY 33.npy;ALL WAY 5.npy;ALL WAY 6.npy;ALL WAY 7.npy;ALL WAY 8.npy;ALL WAY 9.npy
ALONE,25,ALONE 10.npy;ALONE 11.npy;ALONE 12.npy;ALONE 13.npy;ALONE 14.npy;ALONE 15.npy;ALONE 16.npy;ALONE 17.npy;ALONE 18.npy;ALONE 19.npy;ALONE 2.npy;ALONE 20.npy;ALONE 21.npy;ALONE 22.npy;ALONE 23.npy;ALONE 24.npy;ALONE 26.npy;ALONE 27.npy;ALONE 28.npy;ALONE 3.npy;ALONE 30.npy;ALONE 31.npy;ALONE 7.npy;ALONE 8.npy;ALONE 9.npy
ALPHABET,29,ALPHABET 10.npy;ALPHABET 11.npy;ALPHABET 12.npy;ALPHABET 13.npy;ALPHABET 14.npy;ALPHABET 15.npy;ALPHABET 16.npy;ALPHABET 17.npy;ALPHABET 18.npy;ALPHABET 19.npy;ALPHABET 2.npy;ALPHABET 20.npy;ALPHABET 21.npy;ALPHABET 23.npy;ALPHABET 25.npy;ALPHABET 26.npy;ALPHABET 27.npy;ALPHABET 28.npy;ALPHABET 29.npy;ALPHABET 3.npy;ALPHABET 30.npy;ALPHABET 31.npy;ALPHABET 32.npy;ALPHABET 4.npy;ALPHABET 5.npy;ALPHABET 6.npy;ALPHABET 7.npy;ALPHABET 8.npy;ALPHABET 9.npy
ALRIGHT,26,ALRIGHT 10.npy;ALRIGHT 11.npy;ALRIGHT 12.npy;ALRIGHT 13.npy;ALRIGHT 15.npy;ALRIGHT 16.npy;ALRIGHT 17.npy;ALRIGHT 19.npy;ALRIGHT 2.npy;ALRIGHT 20.npy;ALRIGHT 22.npy;ALRIGHT 24.npy;ALRIGHT 25.npy;ALRIGHT 26.npy;ALRIGHT 27.npy;ALRIGHT 28.npy;ALRIGHT 29.npy;ALRIGHT 31.npy;ALRIGHT 32.npy;ALRIGHT 33.npy;ALRIGHT 4.npy;ALRIGHT 5.npy;ALRIGHT 6.npy;ALRIGHT 7.npy;ALRIGHT 8.npy;ALRIGHT 9.npy
ALWAYS,30,ALWAYS 11.npy;ALWAYS 12.npy;ALWAYS 13.npy;ALWAYS 14.npy;ALWAYS 15.npy;ALWAYS 16.npy;ALWAYS 17.npy;ALWAYS 18.npy;ALWAYS 19.npy;ALWAYS 2.npy;ALWAYS 20.npy;ALWAYS 21.npy;ALWAYS 22.npy;ALWAYS 23.npy;ALWAYS 24.npy;ALWAYS 25.npy;ALWAYS 26.npy;ALWAYS 27.npy;ALWAYS 28.npy;ALWAYS 29.npy;ALWAYS 3.npy;ALWAYS 30.npy;ALWAYS 31.npy;ALWAYS 32.npy;ALWAYS 33.npy;ALWAYS 5.npy;ALWAYS 6.npy;ALWAYS 7.npy;ALWAYS 8.npy;ALWAYS 9.npy
AMAZING,24,AMAZING 10.npy;AMAZING 11.npy;AMAZING 12.npy;AMAZING 13.npy;AMAZING 14.npy;AMAZING 15.npy;AMAZING 16.npy;AMAZING 17.npy;AMAZING 18.npy;AMAZING 19.npy;AMAZING 2.npy;AMAZING 20.npy;AMAZING 22.npy;AMAZING 23.npy;AMAZING 24.npy;AMAZING 25.npy;AMAZING 26.npy;AMAZING 27.npy;AMAZING 28.npy;AMAZING 3.npy;AMAZING 4.npy;AMAZING 5.npy;AMAZING 6.npy;AMAZING 9.npy
AMERICA,30,AMERICA 10.npy;AMERICA 11.npy;AMERICA 12.npy;AMERICA 13.npy;AMERICA 14.npy;AMERICA 15.npy;AMERICA 16.npy;AMERICA 17.npy;AMERICA 18.npy;AMERICA 19.npy;AMERICA 2.npy;AMERICA 20.npy;AMERICA 21.npy;AMERICA 22.npy;AMERICA 23.npy;AMERICA 24.npy;AMERICA 25.npy;AMERICA 26.npy;AMERICA 27.npy;AMERICA 28.npy;AMERICA 29.npy;AMERICA 3.npy;AMERICA 30.npy;AMERICA 31.npy;AMERICA 4.npy;AMERICA 5.npy;AMERICA 6.npy;AMERICA 7.npy;AMERICA 8.npy;AMERICA 9.npy
ANALYZE,31,ANALYZE 10.npy;ANALYZE 11.npy;ANALYZE 12.npy;ANALYZE 13.npy;ANALYZE 14.npy;ANALYZE 15.npy;ANALYZE 16.npy;ANALYZE 17.npy;ANALYZE 18.npy;ANALYZE 19.npy;ANALYZE 2.npy;ANALYZE 20.npy;ANALYZE 21.npy;ANALYZE 22.npy;ANALYZE 23.npy;ANALYZE 24.npy;ANALYZE 26.npy;ANALYZE 27.npy;ANALYZE 28.npy;ANALYZE 29.npy;ANALYZE 3.npy;ANALYZE 30.npy;ANALYZE 31.npy;ANALYZE 32.npy;ANALYZE 33.npy;ANALYZE 4.npy;ANALYZE 5.npy;ANALYZE 6.npy;ANALYZE 7.npy;ANALYZE 8.npy;ANALYZE 9.npy
AND,30,AND 10.npy;AND 11.npy;AND 12.npy;AND 13.npy;AND 14.npy;AND 15.npy;AND 16.npy;AND 17.npy;AND 18.npy;AND 19.npy;AND 2.npy;AND 20.npy;AND 21.npy;AND 22.npy;AND 23.npy;AND 24.npy;AND 25.npy;AND 26.npy;AND 27.npy;AND 28.npy;AND 29.npy;AND 30.npy;AND 31.npy;AND 32.npy;AND 4.npy;AND 5.npy;AND 6.npy;AND 7.npy;AND 8.npy;AND 9.npy
ANGEL,29,ANGEL 10.npy;ANGEL 11.npy;ANGEL 12.npy;ANGEL 13.npy;ANGEL 14.npy;ANGEL 15.npy;ANGEL 16.npy;ANGEL 17.npy;ANGEL 18.npy;ANGEL 19.npy;ANGEL 2.npy;ANGEL 20.npy;ANGEL 21.npy;ANGEL 22.npy;ANGEL 23.npy;ANGEL 24.npy;ANGEL 25.npy;ANGEL 26.npy;ANGEL 27.npy;ANGEL 28.npy;ANGEL 29.npy;ANGEL 3.npy;ANGEL 30.npy;ANGEL 4.npy;ANGEL 5.npy;ANGEL 6.npy;ANGEL 7.npy;ANGEL 8.npy;ANGEL 9.npy
ANGRY,31,ANGRY 10.npy;ANGRY 11.npy;ANGRY 12.npy;ANGRY 13.npy;ANGRY 14.npy;ANGRY 15.npy;ANGRY 16.npy;ANGRY 17.npy;ANGRY 18.npy;ANGRY 19.npy;ANGRY 2.npy;ANGRY 20.npy;ANGRY 21.npy;ANGRY 22.npy;ANGRY 23.npy;ANGRY 24.npy;ANGRY 25.npy;ANGRY 26.npy;ANGRY 27.npy;ANGRY 28.npy;ANGRY 29.npy;ANGRY 3.npy;ANGRY 30.npy;ANGRY 31.npy;ANGRY 32.npy;ANGRY 4.npy;ANGRY 5.npy;ANGRY 6.npy;ANGRY 7.npy;ANGRY 8.npy;ANGRY 9.npy
ANIMAL,29,ANIMAL 10.npy;ANIMAL 11.npy;ANIMAL 13.npy;ANIMAL 14.npy;ANIMAL 15.npy;ANIMAL 16.npy;ANIMAL 17.npy;ANIMAL 18.npy;ANIMAL 19.npy;ANIMAL 2.npy;ANIMAL 20.npy;ANIMAL 21.npy;ANIMAL 22.npy;ANIMAL 23.npy;ANIMAL 24.npy;ANIMAL 25.npy;ANIMAL 26.npy;ANIMAL 27.npy;ANIMAL 28.npy;ANIMAL 29.npy;ANIMAL 3.npy;ANIMAL 30.npy;ANIMAL 31.npy;ANIMAL 4.npy;ANIMAL 5.npy;ANIMAL 6.npy;ANIMAL 7.npy;ANIMAL 8.npy;ANIMAL 9.npy
ANNOUNCE,29,ANNOUNCE 10.npy;ANNOUNCE 11.npy;ANNOUNCE 12.npy;ANNOUNCE 13.npy;ANNOUNCE 14.npy;ANNOUNCE 15.npy;ANNOUNCE 16.npy;ANNOUNCE 17.npy;ANNOUNCE 19.npy;ANNOUNCE 2.npy;ANNOUNCE 20.npy;ANNOUNCE 21.npy;ANNOUNCE 22.npy;ANNOUNCE 23.npy;ANNOUNCE 24.npy;ANNOUNCE 25.npy;ANNOUNCE 26.npy;ANNOUNCE 27.npy;ANNOUNCE 28.npy;ANNOUNCE 29.npy;ANNOUNCE 3.npy;ANNOUNCE 30.npy;ANNOUNCE 31.npy;ANNOUNCE 4.npy;ANNOUNCE 5.npy;ANNOUNCE 6.npy;ANNOUNCE 7.npy;ANNOUNCE 8.npy;ANNOUNCE 9.npy
ANSWER,30,ANSWER 10.npy;ANSWER 11.npy;ANSWER 12.npy;ANSWER 13.npy;ANSWER 14.npy;ANSWER 15.npy;ANSWER 16.npy;ANSWER 17.npy;ANSWER 18.npy;ANSWER 19.npy;ANSWER 2.npy;ANSWER 20.npy;ANSWER 21.npy;ANSWER 22.npy;ANSWER 23.npy;ANSWER 24.npy;ANSWER 25.npy;ANSWER 26.npy;ANSWER 27.npy;ANSWER 28.npy;ANSWER 29.npy;ANSWER 3.npy;ANSWER 30.npy;ANSWER 31.npy;ANSWER 4.npy;ANSWER 5.npy;ANSWER 6.npy;ANSWER 7.npy;ANSWER 8.npy;ANSWER 9.npy
ANTLERS,28,ANTLERS 10.npy;ANTLERS 11.npy;ANTLERS 12.npy;ANTLERS 14.npy;ANTLERS 15.npy;ANTLERS 16.npy;ANTLERS 17.npy;ANTLERS 19.npy;ANTLERS 2.npy;ANTLERS 20.npy;ANTLERS 21.npy;ANTLERS 23.npy;ANTLERS 24.npy;ANTLERS 25.npy;ANTLERS 26.npy;ANTLERS 27.npy;ANTLERS 28.npy;ANTLERS 29.npy;ANTLERS 3.npy;ANTLERS 30.npy;ANTLERS 31.npy;ANTLERS 32.npy;ANTLERS 4.npy;ANTLERS 5.npy;ANTLERS 6.npy;ANTLERS 7.npy;ANTLERS 8.npy;ANTLERS 9.npy
ANY,29,ANY 10.npy;ANY 11.npy;ANY 12.npy;ANY 13.npy;ANY 14.npy;ANY 15.npy;ANY 16.npy;ANY 17.npy;ANY 18.npy;ANY 19.npy;ANY 2.npy;ANY 20.npy;ANY 21.npy;ANY 22.npy;ANY 23.npy;ANY 24.npy;ANY 25.npy;ANY 26.npy;ANY 27.npy;ANY 28.npy;ANY 29.npy;ANY 3.npy;ANY 30.npy;ANY 31.npy;ANY 5.npy;ANY 6.npy;ANY 7.npy;ANY 8.npy;ANY 9.npy
ANYONE,25,ANYONE 11.npy;ANYONE 13.npy;ANYONE 14.npy;ANYONE 15.npy;ANYONE 16.npy;ANYONE 17.npy;ANYONE 19.npy;ANYONE 2.npy;ANYONE 20.npy;ANYONE 21.npy;ANYONE 22.npy;ANYONE 23.npy;ANYONE 24.npy;ANYONE 25.npy;ANYONE 27.npy;ANYONE 28.npy;ANYONE 29.npy;ANYONE 3.npy;ANYONE 30.npy;ANYONE 4.npy;ANYONE 5.npy;ANYONE 6.npy;ANYONE 7.npy;ANYONE 8.npy;ANYONE 9.npy
APART,29,APART 10.npy;APART 11.npy;APART 13.npy;APART 14.npy;APART 15.npy;APART 16.npy;APART 17.npy;APART 18.npy;APART 19.npy;APART 2.npy;APART 20.npy;APART 21.npy;APART 22.npy;APART 23.npy;APART 24.npy;APART 25.npy;APART 27.npy;APART 28.npy;APART 29.npy;APART 3.npy;APART 30.npy;APART 31.npy;APART 32.npy;APART 4.npy;APART 5.npy;APART 6.npy;APART 7.npy;APART 8.npy;APART 9.npy
APPEAR,26,APPEAR 11.npy;APPEAR 12.npy;APPEAR 13.npy;APPEAR 14.npy;APPEAR 17.npy;APPEAR 18.npy;APPEAR 19.npy;APPEAR 2.npy;APPEAR 20.npy;APPEAR 21.npy;APPEAR 23.npy;APPEAR 24.npy;APPEAR 25.npy;APPEAR 26.npy;APPEAR 27.npy;APPEAR 28.npy;APPEAR 29.npy;APPEAR 3.npy;APPEAR 30.npy;APPEAR 31.npy;APPEAR 4.npy;APPEAR 5.npy;APPEAR 6.npy;APPEAR 7.npy;APPEAR 8.npy;APPEAR 9.npy
APPLE,29,APPLE 10.npy;APPLE 11.npy;APPLE 12.npy;APPLE 13.npy;APPLE 15.npy;APPLE 16.npy;APPLE 17.npy;APPLE 18.npy;APPLE 19.npy;APPLE 2.npy;APPLE 20.npy;APPLE 22.npy;APPLE 23.npy;APPLE 24.npy;APPLE 25.npy;APPLE 26.npy;APPLE 27.npy;APPLE 28.npy;APPLE 29.npy;APPLE 3.npy;APPLE 30.npy;APPLE 31.npy;APPLE 32.npy;APPLE 4.npy;APPLE 5.npy;APPLE 6.npy;APPLE 7.npy;APPLE 8.npy;APPLE 9.npy
APPOINTMENT,25,APPOINTMENT 10.npy;APPOINTMENT 11.npy;APPOINTMENT 12.npy;APPOINTMENT 13.npy;APPOINTMENT 14.npy;APPOINTMENT 15.npy;APPOINTMENT 16.npy;APPOINTMENT 17.npy;APPOINTMENT 18.npy;APPOINTMENT 19.npy;APPOINTMENT 2.npy;APPOINTMENT 20.npy;APPOINTMENT 21.npy;APPOINTMENT 22.npy;APPOINTMENT 23.npy;APPOINTMENT 24.npy;APPOINTMENT 26.npy;APPOINTMENT 27.npy;APPOINTMENT 28.npy;APPOINTMENT 3.npy;APPOINTMENT 30.npy;APPOINTMENT 4.npy;APPOINTMENT 5.npy;APPOINTMENT 7.npy;APPOINTMENT 8.npy
APRIL,28,APRIL 10.npy;APRIL 11.npy;APRIL 12.npy;APRIL 13.npy;APRIL 14.npy;APRIL 15.npy;APRIL 16.npy;APRIL 17.npy;APRIL 18.npy;APRIL 19.npy;APRIL 2.npy;APRIL 21.npy;APRIL 22.npy;APRIL 23.npy;APRIL 24.npy;APRIL 25.npy;APRIL 26.npy;APRIL 27.npy;APRIL 28.npy;APRIL 29.npy;APRIL 3.npy;APRIL 30.npy;APRIL 4.npy;APRIL 5.npy;APRIL 6.npy;APRIL 7.npy;APRIL 8.npy;APRIL 9.npy
ARCHEOLOGY,27,ARCHEOLOGY 10.npy;ARCHEOLOGY 11.npy;ARCHEOLOGY 12.npy;ARCHEOLOGY 13.npy;ARCHEOLOGY 14.npy;ARCHEOLOGY 15.npy;ARCHEOLOGY 17.npy;ARCHEOLOGY 18.npy;ARCHEOLOGY 19.npy;ARCHEOLOGY 2.npy;ARCHEOLOGY 20.npy;ARCHEOLOGY 21.npy;ARCHEOLOGY 23.npy;ARCHEOLOGY 24.npy;ARCHEOLOGY 25.npy;ARCHEOLOGY 27.npy;ARCHEOLOGY 28.npy;ARCHEOLOGY 29.npy;ARCHEOLOGY 3.npy;ARCHEOLOGY 30.npy;ARCHEOLOGY 31.npy;ARCHEOLOGY 32.npy;ARCHEOLOGY 4.npy;ARCHEOLOGY 5.npy;ARCHEOLOGY 6.npy;ARCHEOLOGY 8.npy;ARCHEOLOGY 9.npy
AREA,26,AREA 11.npy;AREA 12.npy;AREA 13.npy;AREA 14.npy;AREA 15.npy;AREA 19.npy;AREA 2.npy;AREA 20.npy;AREA 21.npy;AREA 23.npy;AREA 24.npy;AREA 25.npy;AREA 26.npy;AREA 27.npy;AREA 29.npy;AREA 3.npy;AREA 30.npy;AREA 31.npy;AREA 32.npy;AREA 33.npy;AREA 4.npy;AREA 5.npy;AREA 6.npy;AREA 7.npy;AREA 8.npy;AREA 9.npy
ARGUE,30,ARGUE 10.npy;ARGUE 11.npy;ARGUE 12.npy;ARGUE 13.npy;ARGUE 14.npy;ARGUE 15.npy;ARGUE 16.npy;ARGUE 17.npy;ARGUE 18.npy;ARGUE 19.npy;ARGUE 2.npy;ARGUE 20.npy;ARGUE 21.npy;ARGUE 22.npy;ARGUE 23.npy;ARGUE 24.npy;ARGUE 26.npy;ARGUE 27.npy;ARGUE 28.npy;ARGUE 29.npy;ARGUE 3.npy;ARGUE 30.npy;ARGUE 31.npy;ARGUE 32.npy;ARGUE 4.npy;ARGUE 5.npy;ARGUE 6.npy;ARGUE 7.npy;ARGUE 8.npy;ARGUE 9.npy
ARIZONA,28,ARIZONA 10.npy;ARIZONA 11.npy;ARIZONA 12.npy;ARIZONA 13.npy;ARIZONA 14.npy;ARIZONA 15.npy;ARIZONA 17.npy;ARIZONA 18.npy;ARIZONA 19.npy;ARIZONA 2.npy;ARIZONA 20.npy;ARIZONA 21.npy;ARIZONA 22.npy;ARIZONA 23.npy;ARIZONA 24.npy;ARIZONA 26.npy;ARIZONA 27.npy;ARIZONA 28.npy;ARIZONA 29.npy;ARIZONA 3.npy;ARIZONA 30.npy;ARIZONA 32.npy;ARIZONA 33.npy;ARIZONA 4.npy;ARIZONA 6.npy;ARIZONA 7.npy;ARIZONA 8.npy;ARIZONA 9.npy
ARM,61,ARM 10.npy;ARM 11.npy;ARM 12.npy;ARM 13.npy;ARM 14.npy;ARM 15.npy;ARM 16.npy;ARM 17.npy;ARM 2.npy;ARM 20.npy;ARM 21.npy;ARM 23.npy;ARM 24.npy;ARM 25.npy;ARM 26.npy;ARM 27.npy;ARM 28.npy;ARM 29.npy;ARM 3.npy;ARM 32.npy;ARM 35.npy;ARM 36.npy;ARM 37.npy;ARM 4.npy;ARM 40.npy;ARM 41.npy;ARM 45.npy;ARM 46.npy;ARM 47.npy;ARM 48.npy;ARM 5.npy;ARM 50.npy;ARM 51.npy;ARM 53.npy;ARM 54.npy;ARM 57.npy;ARM 58.npy;ARM 6.npy;ARM 61.npy;ARM 62.npy;ARM 63.npy;ARM 64.npy;ARM 65.npy;ARM 67.npy;ARM 69.npy;ARM 71.npy;ARM 74.npy;ARM 75.npy;ARM 76.npy;ARM 77.npy;ARM 78.npy;ARM 79.npy;ARM 8.npy;ARM 80.npy;ARM 81.npy;ARM 84.npy;ARM 85.npy;ARM 87.npy;ARM 88.npy;ARM 9.npy;ARM 90.npy
ARMY,26,ARMY 10.npy;ARMY 12.npy;ARMY 13.npy;ARMY 15.npy;ARMY 16.npy;ARMY 17.npy;ARMY 18.npy;ARMY 19.npy;ARMY 2.npy;ARMY 21.npy;ARMY 22.npy;ARMY 23.npy;ARMY 24.npy;ARMY 25.npy;ARMY 26.npy;ARMY 27.npy;ARMY 28.npy;ARMY 29.npy;ARMY 3.npy;ARMY 30.npy;ARMY 31.npy;ARMY 4.npy;ARMY 5.npy;ARMY 7.npy;ARMY 8.npy;ARMY 9.npy
ARREST1,30,ARREST1 10.npy;ARREST1 11.npy;ARREST1 12.npy;ARREST1 13.npy;ARREST1 14.npy;ARREST1 15.npy;ARREST1 16.npy;ARREST1 17.npy;ARREST1 18.npy;ARREST1 19.npy;ARREST1 2.npy;ARREST1 20.npy;ARREST1 21.npy;ARREST1 22.npy;ARREST1 23.npy;ARREST1 24.npy;ARREST1 25.npy;ARREST1 26.npy;ARREST1 27.npy;ARREST1 28.npy;ARREST1 29.npy;ARREST1 3.npy;ARREST1 30.npy;ARREST1 31.npy;ARREST1 4.npy;ARREST1 5.npy;ARREST1 6.npy;ARREST1 7.npy;ARREST1 8.npy;ARREST1 9.npy
ARREST2,29,ARREST2 1.npy;ARREST2 10.npy;ARREST2 11.npy;ARREST2 12.npy;ARREST2 13.npy;ARREST2 14.npy;ARREST2 15.npy;ARREST2 16.npy;ARREST2 17.npy;ARREST2 18.npy;ARREST2 19.npy;ARREST2 2.npy;ARREST2 20.npy;ARREST2 21.npy;ARREST2 22.npy;ARREST2 23.npy;ARREST2 24.npy;ARREST2 25.npy;ARREST2 26.npy;ARREST2 27.npy;ARREST2 28.npy;ARREST2 29.npy;ARREST2 3.npy;ARREST2 4.npy;ARREST2 5.npy;ARREST2 6.npy;ARREST2 7.npy;ARREST2 8.npy;ARREST2 9.npy
ARREST3,26,ARREST3 1.npy;ARREST3 10.npy;ARREST3 11.npy;ARREST3 12.npy;ARREST3 13.npy;ARREST3 14.npy;ARREST3 15.npy;ARREST3 16.npy;ARREST3 17.npy;ARREST3 18.npy;ARREST3 19.npy;ARREST3 2.npy;ARREST3 20.npy;ARREST3 21.npy;ARREST3 22.npy;ARREST3 23.npy;ARREST3 24.npy;ARREST3 25.npy;ARREST3 26.npy;ARREST3 3.npy;ARREST3 4.npy;ARREST3 5.npy;ARREST3 6.npy;ARREST3 7.npy;ARREST3 8.npy;ARREST3 9.npy
ARRIVE,25,ARRIVE 10.npy;ARRIVE 11.npy;ARRIVE 12.npy;ARRIVE 13.npy;ARRIVE 14.npy;ARRIVE 16.npy;ARRIVE 18.npy;ARRIVE 19.npy;ARRIVE 2.npy;ARRIVE 20.npy;ARRIVE 21.npy;ARRIVE 22.npy;ARRIVE 23.npy;ARRIVE 24.npy;ARRIVE 25.npy;ARRIVE 26.npy;ARRIVE 27.npy;ARRIVE 28.npy;ARRIVE 3.npy;ARRIVE 4.npy;ARRIVE 5.npy;ARRIVE 6.npy;ARRIVE 7.npy;ARRIVE 8.npy;ARRIVE 9.npy
ART,28,ART 12.npy;ART 13.npy;ART 14.npy;ART 15.npy;ART 16.npy;ART 17.npy;ART 18.npy;ART 19.npy;ART 2.npy;ART 20.npy;ART 21.npy;ART 22.npy;ART 23.npy;ART 24.npy;ART 25.npy;ART 26.npy;ART 27.npy;ART 28.npy;ART 29.npy;ART 3.npy;ART 30.npy;ART 31.npy;ART 32.npy;ART 5.npy;ART 6.npy;ART 7.npy;ART 8.npy;ART 9.npy
ARTICLE,30,ARTICLE 10.npy;ARTICLE 11.npy;ARTICLE 12.npy;ARTICLE 13.npy;ARTICLE 14.npy;ARTICLE 15.npy;ARTICLE 16.npy;ARTICLE 17.npy;ARTICLE 18.npy;ARTICLE 19.npy;ARTICLE 2.npy;ARTICLE 20.npy;ARTICLE 21.npy;ARTICLE 22.npy;ARTICLE 23.npy;ARTICLE 24.npy;ARTICLE 25.npy;ARTICLE 26.npy;ARTICLE 27.npy;ARTICLE 28.npy;ARTICLE 29.npy;ARTICLE 3.npy;ARTICLE 30.npy;ARTICLE 31.npy;ARTICLE 4.npy;ARTICLE 5.npy;ARTICLE 6.npy;ARTICLE 7.npy;ARTICLE 8.npy;ARTICLE 9.npy
ARTICULATE SIGN,28,ARTICULATE SIGN 10.npy;ARTICULATE SIGN 11.npy;ARTICULATE SIGN 12.npy;ARTICULATE SIGN 13.npy;ARTICULATE SIGN 14.npy;ARTICULATE SIGN 15.npy;ARTICULATE SIGN 16.npy;ARTICULATE SIGN 17.npy;ARTICULATE SIGN 18.npy;ARTICULATE SIGN 19.npy;ARTICULATE SIGN 2.npy;ARTICULATE SIGN 20.npy;ARTICULATE SIGN 21.npy;ARTICULATE SIGN 23.npy;ARTICULATE SIGN 24.npy;ARTICULATE SIGN 26.npy;ARTICULATE SIGN 27.npy;ARTICULATE SIGN 28.npy;ARTICULATE SIGN 29.npy;ARTICULATE SIGN 3.npy;ARTICULATE SIGN 30.npy;ARTICULATE SIGN 31.npy;ARTICULATE SIGN 32.npy;ARTICULATE SIGN 4.npy;ARTICULATE SIGN 5.npy;ARTICULATE SIGN 6.npy;ARTICULATE SIGN 7.npy;ARTICULATE SIGN 9.npy
ASIA,30,ASIA 10.npy;ASIA 11.npy;ASIA 12.npy;ASIA 13.npy;ASIA 14.npy;ASIA 15.npy;ASIA 16.npy;ASIA 17.npy;ASIA 18.npy;ASIA 19.npy;ASIA 2.npy;ASIA 20.npy;ASIA 21.npy;ASIA 22.npy;ASIA 23.npy;ASIA 24.npy;ASIA 25.npy;ASIA 26.npy;ASIA 27.npy;ASIA 28.npy;ASIA 29.npy;ASIA 3.npy;ASIA 30.npy;ASIA 31.npy;ASIA 4.npy;ASIA 5.npy;ASIA 6.npy;ASIA 7.npy;ASIA 8.npy;ASIA 9.npy
ASK,30,ASK 10.npy;ASK 11.npy;ASK 12.npy;ASK 13.npy;ASK 14.npy;ASK 15.npy;ASK 16.npy;ASK 17.npy;ASK 18.npy;ASK 19.npy;ASK 2.npy;ASK 20.npy;ASK 21.npy;ASK 22.npy;ASK 23.npy;ASK 24.npy;ASK 25.npy;ASK 26.npy;ASK 27.npy;ASK 28.npy;ASK 29.npy;ASK 3.npy;ASK 30.npy;ASK 31.npy;ASK 4.npy;ASK 5.npy;ASK 6.npy;ASK 7.npy;ASK 8.npy;ASK 9.npy
ASSEMBLY,26,ASSEMBLY 10.npy;ASSEMBLY 11.npy;ASSEMBLY 12.npy;ASSEMBLY 15.npy;ASSEMBLY 16.npy;ASSEMBLY 17.npy;ASSEMBLY 18.npy;ASSEMBLY 19.npy;ASSEMBLY 2.npy;ASSEMBLY 20.npy;ASSEMBLY 21.npy;ASSEMBLY 22.npy;ASSEMBLY 23.npy;ASSEMBLY 24.npy;ASSEMBLY 25.npy;ASSEMBLY 26.npy;ASSEMBLY 27.npy;ASSEMBLY 28.npy;ASSEMBLY 29.npy;ASSEMBLY 3.npy;ASSEMBLY 30.npy;ASSEMBLY 31.npy;ASSEMBLY 4.npy;ASSEMBLY 6.npy;ASSEMBLY 7.npy;ASSEMBLY 8.npy
ASSIGN,28,ASSIGN 10.npy;ASSIGN 11.npy;ASSIGN 12.npy;ASSIGN 13.npy;ASSIGN 14.npy;ASSIGN 15.npy;ASSIGN 17.npy;ASSIGN 18.npy;ASSIGN 19.npy;ASSIGN 2.npy;ASSIGN 20.npy;ASSIGN 21.npy;ASSIGN 22.npy;ASSIGN 23.npy;ASSIGN 24.npy;ASSIGN 25.npy;ASSIGN 26.npy;ASSIGN 27.npy;ASSIGN 28.npy;ASSIGN 29.npy;ASSIGN 3.npy;ASSIGN 30.npy;ASSIGN 4.npy;ASSIGN 5.npy;ASSIGN 6.npy;ASSIGN 7.npy;ASSIGN 8.npy;ASSIGN 9.npy
ASSIST,29,ASSIST 10.npy;ASSIST 11.npy;ASSIST 12.npy;ASSIST 13.npy;ASSIST 14.npy;ASSIST 15.npy;ASSIST 16.npy;ASSIST 17.npy;ASSIST 18.npy;ASSIST 19.npy;ASSIST 2.npy;ASSIST 20.npy;ASSIST 21.npy;ASSIST 22.npy;ASSIST 23.npy;ASSIST 24.npy;ASSIST 26.npy;ASSIST 27.npy;ASSIST 28.npy;ASSIST 29.npy;ASSIST 3.npy;ASSIST 30.npy;ASSIST 31.npy;ASSIST 4.npy;ASSIST 5.npy;ASSIST 6.npy;ASSIST 7.npy;ASSIST 8.npy;ASSIST 9.npy
ASSISTANT,28,ASSISTANT 10.npy;ASSISTANT 11.npy;ASSISTANT 12.npy;ASSISTANT 13.npy;ASSISTANT 14.npy;ASSISTANT 15.npy;ASSISTANT 16.npy;ASSISTANT 17.npy;ASSISTANT 18.npy;ASSISTANT 19.npy;ASSISTANT 2.npy;ASSISTANT 20.npy;ASSISTANT 21.npy;ASSISTANT 22.npy;ASSISTANT 24.npy;ASSISTANT 25.npy;ASSISTANT 26.npy;ASSISTANT 28.npy;ASSISTANT 29.npy;ASSISTANT 3.npy;ASSISTANT 30.npy;ASSISTANT 31.npy;ASSISTANT 4.npy;ASSISTANT 5.npy;ASSISTANT 6.npy;ASSISTANT 7.npy;ASSISTANT 8.npy;ASSISTANT 9.npy
